Market Category,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
"Luxury,High-Performance,Hybrid",Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,44895
Performance,Chrysler,300,2015,regular unleaded,300,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,19,1013,35070
Performance,Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,19,1013,42395
"Luxury,High-Performance,Hybrid",Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,34195
"Luxury,High-Performance,Hybrid",Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,40570
"Luxury,High-Performance,Hybrid",Chrysler,300,2016,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,38095
Performance,Chrysler,300,2016,regular unleaded,300,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,19,1013,35595
"Luxury,High-Performance,Hybrid",Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,45190
Performance,Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,19,1013,32260
"Luxury,High-Performance,Hybrid",Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,37755
"Luxury,High-Performance,Hybrid",Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,41055
Performance,Chrysler,300,2016,regular unleaded,300,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,19,1013,36090
Performance,Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,19,1013,42690
Performance,Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,19,1013,38555
Performance,Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,19,1013,35255
"Luxury,High-Performance,Hybrid",Chrysler,300,2016,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,38590
"Luxury,High-Performance,Hybrid",Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,34760
"Luxury,High-Performance",Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,41135
"Luxury,High-Performance",Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,45270
"Luxury,High-Performance,Hybrid",Chrysler,300,2017,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,38670
Performance,Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,19,1013,38635
Performance,Chrysler,300,2017,regular unleaded,300,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,19,1013,36170
"Luxury,High-Performance,Hybrid",Chrysler,300,2017,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,38175
Performance,Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,19,1013,32340
Performance,Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,19,1013,42770
"Luxury,High-Performance",Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,34840
Performance,Chrysler,300,2017,regular unleaded,300,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,19,1013,35675
Performance,Chrysler,300M,2002,premium unleaded (required),250,6,AUTOMATIC,front wheel drive,4,Large,Sedan,24,16,1013,32065
Performance,Chrysler,300M,2002,premium unleaded (required),250,6,AUTOMATIC,front wheel drive,4,Large,Sedan,24,16,1013,28540
Performance,Chrysler,300M,2003,premium unleaded (required),255,6,AUTOMATIC,front wheel drive,4,Large,Sedan,25,16,1013,32315
Performance,Chrysler,300M,2003,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Large,Sedan,25,16,1013,28885
Performance,Chrysler,300M,2004,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Large,Sedan,25,16,1013,29185
Performance,Chrysler,300M,2004,premium unleaded (required),255,6,AUTOMATIC,front wheel drive,4,Large,Sedan,25,16,1013,32615
Performance,Nissan,300ZX,1994,regular unleaded,222,6,MANUAL,rear wheel drive,2,Compact,Convertible,22,16,2009,2847
Performance,Nissan,300ZX,1994,regular unleaded,222,6,MANUAL,rear wheel drive,2,Compact,Coupe,22,16,2009,2488
"Hatchback,Performance",Nissan,300ZX,1994,regular unleaded,300,6,MANUAL,rear wheel drive,2,Compact,2dr Hatchback,22,16,2009,2683
Performance,Nissan,300ZX,1994,regular unleaded,222,6,MANUAL,rear wheel drive,2,Compact,Coupe,22,16,2009,2553
Performance,Nissan,300ZX,1995,regular unleaded,300,6,MANUAL,rear wheel drive,2,Compact,Coupe,22,16,2009,3049
Performance,Nissan,300ZX,1995,regular unleaded,222,6,MANUAL,rear wheel drive,2,Compact,Coupe,22,17,2009,2774
Performance,Nissan,300ZX,1995,regular unleaded,222,6,MANUAL,rear wheel drive,2,Compact,Coupe,22,17,2009,2702
Performance,Nissan,300ZX,1995,regular unleaded,222,6,MANUAL,rear wheel drive,2,Compact,Convertible,22,17,2009,3101
Performance,Nissan,300ZX,1996,regular unleaded,300,6,MANUAL,rear wheel drive,2,Compact,Coupe,22,16,2009,3510
Performance,Nissan,300ZX,1996,regular unleaded,222,6,MANUAL,rear wheel drive,2,Compact,Coupe,22,17,2009,3107
Performance,Nissan,300ZX,1996,regular unleaded,222,6,MANUAL,rear wheel drive,2,Compact,Convertible,22,17,2009,3624
Performance,Nissan,300ZX,1996,regular unleaded,222,6,MANUAL,rear wheel drive,2,Compact,Coupe,22,17,2009,3185
Hatchback,Mazda,323,1992,regular unleaded,82,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,33,25,586,2000
Hatchback,Mazda,323,1993,regular unleaded,82,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,33,25,586,2000
Hatchback,Mazda,323,1993,regular unleaded,82,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,32,24,586,2000
Hatchback,Mazda,323,1994,regular unleaded,82,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,33,25,586,2000
"Diesel,Luxury",Mercedes-Benz,350-Class,1990,diesel,134,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,23,19,617,2144
"Diesel,Luxury",Mercedes-Benz,350-Class,1990,diesel,134,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,23,19,617,2098
"Diesel,Luxury",Mercedes-Benz,350-Class,1991,diesel,134,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,23,19,617,2178
"Diesel,Luxury",Mercedes-Benz,350-Class,1991,diesel,134,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,23,19,617,2311
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,23,17,2009,36550
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,23,17,2009,41250
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,24,17,2009,30600
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,24,17,2009,37100
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Coupe,25,18,2009,27900
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Coupe,25,18,2009,32700
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,40250
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,35550
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Coupe,25,18,2009,36100
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,24,17,2009,33200
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,37900
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Coupe,25,18,2009,29600
"Factory Tuner,High-Performance",Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Coupe,25,18,2009,38070
High-Performance,Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,23,17,2009,38900
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,24,17,2009,33840
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,38630
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,23,17,2009,39630
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,24,17,2009,37740
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,23,17,2009,41980
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,36280
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Coupe,25,18,2009,36740
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,40980
"Factory Tuner,High-Performance",Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Coupe,25,18,2009,38680
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Coupe,25,18,2009,28510
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Coupe,25,18,2009,30210
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,24,17,2009,31210
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Coupe,25,18,2009,33340
High-Performance,Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,23,17,2009,37280
High-Performance,Nissan,350Z,2009,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,41570
High-Performance,Nissan,350Z,2009,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,36870
High-Performance,Nissan,350Z,2009,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,23,17,2009,42570
High-Performance,Nissan,350Z,2009,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,23,17,2009,37870
High-Performance,Nissan,350Z,2009,regular unleaded,306,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,39220
High-Performance,Nissan,350Z,2009,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,23,17,2009,40220
"Exotic,High-Performance",Ferrari,360,2002,premium unleaded (required),400,8,MANUAL,rear wheel drive,2,Compact,Convertible,15,10,2774,160829
"Exotic,High-Performance",Ferrari,360,2002,premium unleaded (required),400,8,MANUAL,rear wheel drive,2,Compact,Coupe,15,10,2774,140615
"Exotic,High-Performance",Ferrari,360,2002,premium unleaded (required),400,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,15,10,2774,150694
"Exotic,High-Performance",Ferrari,360,2002,premium unleaded (required),400,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Convertible,15,10,2774,170829
"Exotic,High-Performance",Ferrari,360,2003,premium unleaded (required),400,8,MANUAL,rear wheel drive,2,Compact,Convertible,15,10,2774,165986
"Exotic,High-Performance",Ferrari,360,2003,premium unleaded (required),400,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,15,10,2774,154090
"Exotic,High-Performance",Ferrari,360,2003,premium unleaded (required),400,8,MANUAL,rear wheel drive,2,Compact,Coupe,15,10,2774,143860
"Exotic,High-Performance",Ferrari,360,2003,premium unleaded (required),400,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Convertible,15,10,2774,176287
"Exotic,High-Performance",Ferrari,360,2004,premium unleaded (required),400,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,15,10,2774,157767
"Exotic,Factory Tuner,High-Performance",Ferrari,360,2004,premium unleaded (required),425,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,15,10,2774,187124
"Exotic,High-Performance",Ferrari,360,2004,premium unleaded (required),400,8,MANUAL,rear wheel drive,2,Compact,Coupe,15,10,2774,147332
"Exotic,High-Performance",Ferrari,360,2004,premium unleaded (required),400,8,MANUAL,rear wheel drive,2,Compact,Convertible,15,10,2774,169900
"Exotic,High-Performance",Ferrari,360,2004,premium unleaded (required),400,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Convertible,15,10,2774,180408
"Factory Tuner,High-Performance",Nissan,370Z,2015,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,46790
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,48100
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,29990
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,25,18,2009,41820
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,31290
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,34870
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,33570
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,25,18,2009,46570
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,37970
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,37070
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,25,18,2009,49400
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,45270
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,39270
"Factory Tuner,High-Performance",Nissan,370Z,2015,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,45490
"Factory Tuner,High-Performance",Nissan,370Z,2015,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,41990
High-Performance,Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,38370
"Factory Tuner,High-Performance",Nissan,370Z,2015,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,43290
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,25,18,2009,41820
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,48100
"Factory Tuner,High-Performance",Nissan,370Z,2016,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,43290
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,39270
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,34870
"Factory Tuner,High-Performance",Nissan,370Z,2016,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,41990
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,38370
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,45270
"Factory Tuner,High-Performance",Nissan,370Z,2016,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,45490
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,29990
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,25,18,2009,46570
"Factory Tuner,High-Performance",Nissan,370Z,2016,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,46790
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,25,18,2009,49400
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,37070
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,31290
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,37970
High-Performance,Nissan,370Z,2016,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,33570
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,37970
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,38370
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,34870
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,29990
"Factory Tuner,High-Performance",Nissan,370Z,2017,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,45490
"Factory Tuner,High-Performance",Nissan,370Z,2017,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,41990
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,45270
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,33570
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Convertible,24,17,2009,48100
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,39270
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,25,18,2009,46570
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,25,18,2009,49400
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,Compact,Coupe,26,18,2009,37070
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,25,18,2009,41820
"Factory Tuner,High-Performance",Nissan,370Z,2017,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,46790
"Factory Tuner,High-Performance",Nissan,370Z,2017,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,43290
High-Performance,Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,26,19,2009,31290
Performance,Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,Compact,Sedan,37,25,586,25045
Performance,Mazda,3,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,39,28,586,26095
Performance,Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,41,30,586,23795
Performance,Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Sedan,41,29,586,19595
Performance,Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Sedan,41,29,586,18445
Performance,Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,Compact,Sedan,37,25,586,23845
"Hatchback,Performance",Mazda,3,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,37,27,586,25395
Performance,Mazda,3,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,39,28,586,24895
"Hatchback,Performance",Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,35,26,586,25545
Hatchback,Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40,30,586,24295
Performance,Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,41,30,586,19495
Hatchback,Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,40,29,586,20095
Hatchback,Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40,30,586,19995
Hatchback,Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40,30,586,21145
Hatchback,Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,40,29,586,23245
Performance,Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Sedan,41,29,586,16945
"Hatchback,Performance",Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,35,26,586,24345
Performance,Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,41,30,586,20645
